2026/09/19 13:03:03.049, 47, 23, 61.00, 1470, 1728, 44
2026/09/19 13:03:03.259, 47, 23, 111.63, 1470, 1728, 45
2026/09/19 13:03:03.459, 27, 11, 117.86, 1470, 1728, 45
2026/09/19 13:03:03.659, 40, 17, 136.26, 1455, 1728, 46
2026/09/19 13:03:03.859, 67, 35, 201.43, 1410, 1728, 47
2026/09/19 13:03:04.059, 75, 38, 178.84, 1335, 1728, 48
2026/09/19 13:03:04.260, 79, 40, 183.61, 1395, 1728, 48
2026/09/19 13:03:04.460, 79, 40, 186.42, 1380, 1728, 48
2026/09/19 13:03:04.660, 78, 39, 200.42, 1335, 1728, 48
2026/09/19 13:03:04.860, 80, 40, 197.38, 1335, 1728, 49
2026/09/19 13:03:05.060, 80, 40, 139.29, 1425, 1728, 49
2026/09/19 13:03:05.261, 84, 41, 157.11, 1395, 1728, 49
2026/09/19 13:03:05.461, 79, 40, 139.73, 1365, 1728, 49
2026/09/19 13:03:05.661, 80, 41, 148.79, 1395, 1728, 49
2026/09/19 13:03:05.861, 80, 40, 142.14, 1365, 1728, 49
2026/09/19 13:03:06.061, 80, 40, 126.60, 1380, 1728, 49
2026/09/19 13:03:06.261, 80, 40, 144.82, 1380, 1728, 49
2026/09/19 13:03:06.462, 81, 41, 138.30, 1380, 1728, 50
2026/09/19 13:03:06.662, 81, 41, 176.99, 1410, 1728, 49
2026/09/19 13:03:06.862, 77, 39, 162.59, 1395, 1728, 49
2026/09/19 13:03:07.062, 79, 40, 160.13, 1410, 1728, 50
2026/09/19 13:03:07.262, 77, 39, 168.36, 1425, 1728, 49
2026/09/19 13:03:07.462, 76, 38, 128.31, 1395, 1728, 50
2026/09/19 13:03:07.663, 78, 38, 144.77, 1425, 1728, 50
2026/09/19 13:03:07.863, 75, 37, 171.53, 1425, 1728, 50
2026/09/19 13:03:08.063, 77, 39, 204.40, 1425, 1728, 50
2026/09/19 13:03:08.263, 72, 37, 146.14, 1425, 1728, 50
2026/09/19 13:03:08.463, 72, 36, 192.36, 1455, 1728, 50
2026/09/19 13:03:08.663, 68, 35, 141.77, 1470, 1728, 49
2026/09/19 13:03:08.864, 54, 26, 143.31, 1470, 1728, 48
