2026/09/19 13:33:43.477, 39, 12, 61.10, 1470, 1728, 42
2026/09/19 13:33:43.688, 39, 12, 184.39, 1410, 1728, 44
2026/09/19 13:33:43.888, 88, 43, 172.45, 1425, 1728, 44
2026/09/19 13:33:44.088, 98, 49, 181.02, 1425, 1728, 45
2026/09/19 13:33:44.288, 98, 49, 170.94, 1425, 1728, 45
2026/09/19 13:33:44.488, 99, 48, 178.76, 1425, 1728, 45
2026/09/19 13:33:44.689, 96, 48, 193.04, 1455, 1728, 46
2026/09/19 13:33:44.889, 90, 46, 176.05, 1455, 1728, 46
2026/09/19 13:33:45.089, 90, 46, 189.09, 1440, 1728, 46
2026/09/19 13:33:45.289, 90, 46, 204.29, 1455, 1728, 46
2026/09/19 13:33:45.489, 90, 44, 191.16, 1455, 1728, 46
2026/09/19 13:33:45.689, 92, 47, 178.95, 1455, 1728, 46
2026/09/19 13:33:45.890, 91, 46, 176.72, 1410, 1728, 46
2026/09/19 13:33:46.090, 91, 46, 177.18, 1455, 1728, 46
2026/09/19 13:33:46.290, 91, 44, 184.09, 1470, 1728, 46
2026/09/19 13:33:46.490, 91, 46, 171.73, 1440, 1728, 46
2026/09/19 13:33:46.690, 90, 46, 177.21, 1440, 1728, 46
2026/09/19 13:33:46.890, 92, 46, 188.11, 1455, 1728, 46
2026/09/19 13:33:47.091, 90, 44, 178.74, 1455, 1728, 47
2026/09/19 13:33:47.291, 91, 46, 143.44, 1470, 1728, 46
2026/09/19 13:33:47.491, 89, 45, 175.70, 1410, 1728, 46
2026/09/19 13:33:47.691, 80, 38, 173.43, 1395, 1728, 46
2026/09/19 13:33:47.891, 97, 47, 171.94, 1410, 1728, 46
2026/09/19 13:33:48.091, 97, 48, 171.30, 1410, 1728, 46
2026/09/19 13:33:48.292, 97, 48, 183.88, 1440, 1728, 47
2026/09/19 13:33:48.492, 91, 45, 179.78, 1425, 1728, 47
2026/09/19 13:33:48.692, 94, 47, 169.95, 1455, 1728, 47
2026/09/19 13:33:48.892, 94, 47, 166.07, 1425, 1728, 47
2026/09/19 13:33:49.092, 97, 49, 191.03, 1395, 1728, 47
2026/09/19 13:33:49.292, 98, 48, 178.97, 1440, 1728, 47
2026/09/19 13:33:49.493, 98, 49, 172.24, 1425, 1728, 47
2026/09/19 13:33:49.693, 98, 49, 198.20, 1425, 1728, 47
2026/09/19 13:33:49.893, 98, 48, 175.05, 1425, 1728, 47
2026/09/19 13:33:50.093, 98, 49, 180.91, 1395, 1728, 47
2026/09/19 13:33:50.293, 98, 48, 178.68, 1440, 1728, 47
2026/09/19 13:33:50.494, 98, 49, 173.59, 1410, 1728, 47
2026/09/19 13:33:50.694, 98, 49, 189.25, 1425, 1728, 48
2026/09/19 13:33:50.894, 98, 48, 171.69, 1425, 1728, 48
2026/09/19 13:33:51.094, 98, 49, 183.90, 1380, 1728, 48
2026/09/19 13:33:51.294, 97, 48, 171.73, 1425, 1728, 48
2026/09/19 13:33:51.494, 98, 49, 170.14, 1395, 1728, 48
2026/09/19 13:33:51.695, 98, 48, 178.97, 1440, 1728, 48
2026/09/19 13:33:51.895, 98, 49, 174.01, 1410, 1728, 48
2026/09/19 13:33:52.095, 98, 49, 192.84, 1440, 1728, 48
